,FileName,Label,ClassName
0,flowers/tulip/tulip_000849.png,4,tulip
1,flowers/tulip/tulip_000587.png,4,tulip
2,flowers/tulip/tulip_000302.png,4,tulip
3,flowers/tulip/tulip_000146.png,4,tulip
4,flowers/tulip/tulip_000308.png,4,tulip
5,flowers/tulip/tulip_000113.png,4,tulip
6,flowers/tulip/tulip_000702.png,4,tulip
7,flowers/tulip/tulip_000645.png,4,tulip
8,flowers/tulip/tulip_000323.png,4,tulip
9,flowers/tulip/tulip_000081.png,4,tulip
10,flowers/tulip/tulip_000972.png,4,tulip
11,flowers/tulip/tulip_000844.png,4,tulip
12,flowers/tulip/tulip_000353.png,4,tulip
13,flowers/tulip/tulip_000657.png,4,tulip
14,flowers/tulip/tulip_000272.png,4,tulip
15,flowers/tulip/tulip_000514.png,4,tulip
16,flowers/tulip/tulip_000249.png,4,tulip
17,flowers/tulip/tulip_000768.png,4,tulip
18,flowers/tulip/tulip_000236.png,4,tulip
19,flowers/tulip/tulip_000775.png,4,tulip
20,flowers/tulip/tulip_000962.png,4,tulip
21,flowers/tulip/tulip_000936.png,4,tulip
22,flowers/tulip/tulip_000754.png,4,tulip
23,flowers/tulip/tulip_000546.png,4,tulip
24,flowers/tulip/tulip_000080.png,4,tulip
25,flowers/tulip/tulip_000705.png,4,tulip
26,flowers/tulip/tulip_000449.png,4,tulip
27,flowers/tulip/tulip_000281.png,4,tulip
28,flowers/tulip/tulip_000939.png,4,tulip
29,flowers/tulip/tulip_000620.png,4,tulip
30,flowers/tulip/tulip_000541.png,4,tulip
31,flowers/tulip/tulip_000087.png,4,tulip
32,flowers/tulip/tulip_000154.png,4,tulip
33,flowers/tulip/tulip_000871.png,4,tulip
34,flowers/tulip/tulip_000477.png,4,tulip
35,flowers/tulip/tulip_000347.png,4,tulip
36,flowers/tulip/tulip_000156.png,4,tulip
37,flowers/tulip/tulip_000118.png,4,tulip
38,flowers/tulip/tulip_000019.png,4,tulip
39,flowers/tulip/tulip_000255.png,4,tulip
40,flowers/tulip/tulip_000782.png,4,tulip
41,flowers/tulip/tulip_000234.png,4,tulip
42,flowers/tulip/tulip_000235.png,4,tulip
43,flowers/tulip/tulip_000520.png,4,tulip
44,flowers/tulip/tulip_000178.png,4,tulip
45,flowers/tulip/tulip_000012.png,4,tulip
46,flowers/tulip/tulip_000679.png,4,tulip
47,flowers/tulip/tulip_000812.png,4,tulip
48,flowers/tulip/tulip_000431.png,4,tulip
49,flowers/tulip/tulip_000935.png,4,tulip
50,flowers/tulip/tulip_000227.png,4,tulip
51,flowers/tulip/tulip_000245.png,4,tulip
52,flowers/tulip/tulip_000771.png,4,tulip
53,flowers/tulip/tulip_000633.png,4,tulip
54,flowers/tulip/tulip_000796.png,4,tulip
55,flowers/tulip/tulip_000830.png,4,tulip
56,flowers/tulip/tulip_000068.png,4,tulip
57,flowers/tulip/tulip_000493.png,4,tulip
58,flowers/tulip/tulip_000240.png,4,tulip
59,flowers/tulip/tulip_000022.png,4,tulip
60,flowers/tulip/tulip_000902.png,4,tulip
61,flowers/tulip/tulip_000974.png,4,tulip
62,flowers/tulip/tulip_000526.png,4,tulip
63,flowers/tulip/tulip_000730.png,4,tulip
64,flowers/tulip/tulip_000700.png,4,tulip
65,flowers/tulip/tulip_000967.png,4,tulip
66,flowers/tulip/tulip_000262.png,4,tulip
67,flowers/tulip/tulip_000230.png,4,tulip
68,flowers/tulip/tulip_000398.png,4,tulip
69,flowers/tulip/tulip_000344.png,4,tulip
70,flowers/tulip/tulip_000369.png,4,tulip
71,flowers/tulip/tulip_000172.png,4,tulip
72,flowers/tulip/tulip_000056.png,4,tulip
73,flowers/tulip/tulip_000075.png,4,tulip
74,flowers/tulip/tulip_000468.png,4,tulip
75,flowers/tulip/tulip_000258.png,4,tulip
76,flowers/tulip/tulip_000508.png,4,tulip
77,flowers/tulip/tulip_000455.png,4,tulip
78,flowers/tulip/tulip_000306.png,4,tulip
79,flowers/tulip/tulip_000688.png,4,tulip
80,flowers/tulip/tulip_000208.png,4,tulip
81,flowers/tulip/tulip_000774.png,4,tulip
82,flowers/tulip/tulip_000190.png,4,tulip
83,flowers/tulip/tulip_000218.png,4,tulip
84,flowers/tulip/tulip_000672.png,4,tulip
85,flowers/tulip/tulip_000400.png,4,tulip
86,flowers/tulip/tulip_000589.png,4,tulip
87,flowers/tulip/tulip_000874.png,4,tulip
88,flowers/tulip/tulip_000487.png,4,tulip
89,flowers/tulip/tulip_000232.png,4,tulip
90,flowers/tulip/tulip_000196.png,4,tulip
91,flowers/tulip/tulip_000044.png,4,tulip
92,flowers/tulip/tulip_000078.png,4,tulip
93,flowers/tulip/tulip_000919.png,4,tulip
94,flowers/tulip/tulip_000029.png,4,tulip
95,flowers/tulip/tulip_000303.png,4,tulip
96,flowers/tulip/tulip_000673.png,4,tulip
97,flowers/tulip/tulip_000106.png,4,tulip
98,flowers/tulip/tulip_000960.png,4,tulip
99,flowers/tulip/tulip_000769.png,4,tulip
100,flowers/tulip/tulip_000904.png,4,tulip
101,flowers/tulip/tulip_000273.png,4,tulip
102,flowers/tulip/tulip_000039.png,4,tulip
103,flowers/tulip/tulip_000743.png,4,tulip
104,flowers/tulip/tulip_000709.png,4,tulip
105,flowers/tulip/tulip_000864.png,4,tulip
106,flowers/tulip/tulip_000418.png,4,tulip
107,flowers/tulip/tulip_000386.png,4,tulip
108,flowers/tulip/tulip_000618.png,4,tulip
109,flowers/tulip/tulip_000877.png,4,tulip
110,flowers/tulip/tulip_000176.png,4,tulip
111,flowers/tulip/tulip_000337.png,4,tulip
112,flowers/tulip/tulip_000220.png,4,tulip
113,flowers/tulip/tulip_000865.png,4,tulip
114,flowers/tulip/tulip_000795.png,4,tulip
115,flowers/tulip/tulip_000890.png,4,tulip
116,flowers/tulip/tulip_000361.png,4,tulip
117,flowers/tulip/tulip_000313.png,4,tulip
118,flowers/tulip/tulip_000461.png,4,tulip
119,flowers/tulip/tulip_000650.png,4,tulip
120,flowers/tulip/tulip_000969.png,4,tulip
121,flowers/tulip/tulip_000970.png,4,tulip
122,flowers/tulip/tulip_000139.png,4,tulip
123,flowers/tulip/tulip_000092.png,4,tulip
124,flowers/tulip/tulip_000668.png,4,tulip
125,flowers/tulip/tulip_000675.png,4,tulip
126,flowers/tulip/tulip_000610.png,4,tulip
127,flowers/tulip/tulip_000387.png,4,tulip
128,flowers/tulip/tulip_000062.png,4,tulip
129,flowers/tulip/tulip_000399.png,4,tulip
130,flowers/tulip/tulip_000655.png,4,tulip
131,flowers/tulip/tulip_000732.png,4,tulip
132,flowers/tulip/tulip_000360.png,4,tulip
133,flowers/tulip/tulip_000414.png,4,tulip
134,flowers/tulip/tulip_000794.png,4,tulip
135,flowers/tulip/tulip_000450.png,4,tulip
136,flowers/tulip/tulip_000027.png,4,tulip
137,flowers/tulip/tulip_000930.png,4,tulip
138,flowers/tulip/tulip_000854.png,4,tulip
139,flowers/tulip/tulip_000121.png,4,tulip
140,flowers/tulip/tulip_000815.png,4,tulip
141,flowers/tulip/tulip_000315.png,4,tulip
142,flowers/tulip/tulip_000879.png,4,tulip
143,flowers/tulip/tulip_000817.png,4,tulip
144,flowers/tulip/tulip_000533.png,4,tulip
145,flowers/tulip/tulip_000209.png,4,tulip
146,flowers/tulip/tulip_000845.png,4,tulip
147,flowers/tulip/tulip_000820.png,4,tulip
148,flowers/tulip/tulip_000409.png,4,tulip
149,flowers/tulip/tulip_000735.png,4,tulip
150,flowers/tulip/tulip_000319.png,4,tulip
151,flowers/tulip/tulip_000219.png,4,tulip
152,flowers/tulip/tulip_000205.png,4,tulip
153,flowers/tulip/tulip_000731.png,4,tulip
154,flowers/tulip/tulip_000160.png,4,tulip
155,flowers/tulip/tulip_000040.png,4,tulip
156,flowers/tulip/tulip_000744.png,4,tulip
157,flowers/tulip/tulip_000264.png,4,tulip
158,flowers/tulip/tulip_000802.png,4,tulip
159,flowers/tulip/tulip_000577.png,4,tulip
160,flowers/tulip/tulip_000434.png,4,tulip
161,flowers/tulip/tulip_000699.png,4,tulip
162,flowers/tulip/tulip_000721.png,4,tulip
163,flowers/tulip/tulip_000669.png,4,tulip
164,flowers/tulip/tulip_000114.png,4,tulip
165,flowers/tulip/tulip_000793.png,4,tulip
166,flowers/tulip/tulip_000458.png,4,tulip
167,flowers/tulip/tulip_000495.png,4,tulip
168,flowers/tulip/tulip_000666.png,4,tulip
169,flowers/tulip/tulip_000532.png,4,tulip
170,flowers/tulip/tulip_000478.png,4,tulip
171,flowers/tulip/tulip_000358.png,4,tulip
172,flowers/tulip/tulip_000384.png,4,tulip
173,flowers/tulip/tulip_000831.png,4,tulip
174,flowers/tulip/tulip_000128.png,4,tulip
175,flowers/tulip/tulip_000086.png,4,tulip
176,flowers/tulip/tulip_000646.png,4,tulip
177,flowers/tulip/tulip_000452.png,4,tulip
178,flowers/tulip/tulip_000601.png,4,tulip
179,flowers/tulip/tulip_000586.png,4,tulip
180,flowers/tulip/tulip_000723.png,4,tulip
181,flowers/tulip/tulip_000045.png,4,tulip
182,flowers/tulip/tulip_000742.png,4,tulip
183,flowers/tulip/tulip_000049.png,4,tulip
184,flowers/tulip/tulip_000365.png,4,tulip
185,flowers/tulip/tulip_000884.png,4,tulip
186,flowers/tulip/tulip_000257.png,4,tulip
187,flowers/tulip/tulip_000286.png,4,tulip
188,flowers/tulip/tulip_000961.png,4,tulip
189,flowers/tulip/tulip_000333.png,4,tulip
190,flowers/tulip/tulip_000275.png,4,tulip
191,flowers/tulip/tulip_000872.png,4,tulip
192,flowers/tulip/tulip_000017.png,4,tulip
193,flowers/tulip/tulip_000906.png,4,tulip
194,flowers/tulip/tulip_000636.png,4,tulip
195,flowers/tulip/tulip_000285.png,4,tulip
196,flowers/tulip/tulip_000134.png,4,tulip
197,flowers/tulip/tulip_000897.png,4,tulip
198,flowers/tulip/tulip_000326.png,4,tulip
199,flowers/tulip/tulip_000791.png,4,tulip
200,flowers/tulip/tulip_000483.png,4,tulip
201,flowers/tulip/tulip_000801.png,4,tulip
202,flowers/tulip/tulip_000200.png,4,tulip
203,flowers/tulip/tulip_000443.png,4,tulip
204,flowers/tulip/tulip_000681.png,4,tulip
205,flowers/tulip/tulip_000569.png,4,tulip
206,flowers/tulip/tulip_000109.png,4,tulip
